ID Buy order	ID sell order	bid-ask spead
1831			1278			0.010000000000005116
1831			2198			0.01999999999999602
2122			2198			0.01999999999999602
2377			2198			0.01999999999999602
1850			2198			0.030000000000001137
1850			1392			0.04000000000000625
2155			1392			0.04000000000000625
2155			1029			0.05000000000001137
2155			1949			0.05000000000001137
2184			1949			0.05000000000001137
2184			1747			0.060000000000002274
1247			1747			0.06999999999999318
1247			2099			0.06999999999999318
1247			2330			0.06999999999999318
1604			2330			0.06999999999999318
1604			1734			0.0799999999999983
2178			1734			0.0799999999999983
2178			2295			0.0799999999999983
2198			2295			0.0799999999999983
1719			2295			0.09000000000000341
1719			2462			0.09000000000000341
1719			1200			0.09999999999999432
1719			1479			0.09999999999999432
1719			1927			0.09999999999999432
1789			1927			0.09999999999999432
1789			1943			0.09999999999999432
1189			1943			0.11999999999999034
1189			2045			0.11999999999999034
1189			2072			0.11999999999999034
2062			2072			0.12999999999999545
2145			2488			0.12999999999999545
2460			2488			0.12999999999999545
2460			1082			0.14000000000000057
1953			1082			0.14999999999999147
1953			1194			0.14999999999999147
2107			1194			0.14999999999999147
2107			1303			0.14999999999999147
1575			1303			0.1599999999999966
2150			1303			0.1599999999999966
2150			2081			0.1599999999999966
1509			2081			0.1799999999999926
1460			2081			0.18999999999999773
1460			2417			0.18999999999999773
1790			2417			0.18999999999999773
1251			2417			0.20000000000000284
1251			2392			0.21000000000000796
1511			2392			0.21000000000000796
1511			1676			0.21999999999999886
1433			1702			0.22999999999998977
2106			1702			0.22999999999998977
2106			2053			0.23999999999999488
1102			2053			0.25
1102			2524			0.25
1453			2524			0.25
1453			1675			0.2600000000000051
1453			1719			0.2600000000000051
1956			1719			0.2600000000000051
2041			1864			0.2600000000000051
2041			2336			0.2600000000000051
2384			2023			0.269999999999996
2384			2104			0.269999999999996
1713			2104			0.28000000000000114
2247			2104			0.28000000000000114
2247			1904			0.30000000000001137
1869			1904			0.3100000000000023
2276			1904			0.3100000000000023
2276			2385			0.3100000000000023
2276			1834			0.3199999999999932
2276			1172			0.3299999999999983
2347			1332			0.3299999999999983
2026			1332			0.3400000000000034
2026			1901			0.3400000000000034
1569			1901			0.3500000000000085
2399			1901			0.3500000000000085
2399			2353			0.3500000000000085
1619			2353			0.35999999999999943
1854			2483			0.35999999999999943
1854			1690			0.37000000000000455
2143			1803			0.37000000000000455
2143			1230			0.37999999999999545
2170			1230			0.37999999999999545
2398			1230			0.37999999999999545
1279			1230			0.39000000000000057
1279			1236			0.39000000000000057
1328			1236			0.39000000000000057
1328			2060			0.39000000000000057
2425			2060			0.39000000000000057
2425			2273			0.39000000000000057
2425			1452			0.4000000000000057
2425			1620			0.4000000000000057
1812			1620			0.4099999999999966
1129			1620			0.4200000000000017
1159			1101			0.4299999999999926
1508			1485			0.4299999999999926
1508			1596			0.4299999999999926
1538			2433			0.4299999999999926
2210			2433			0.4299999999999926
2210			1084			0.45000000000000284
1694			1084			0.46999999999999886
1891			1340			0.4899999999999949
1891			1359			0.4899999999999949
2033			1359			0.4899999999999949
2033			1622			0.4899999999999949
2308			2014			0.4899999999999949
2308			2516			0.4899999999999949
1060			2516			0.5
1060			2119			0.5100000000000051
1060			2255			0.5100000000000051
1130			2255			0.5100000000000051
1248			1269			0.519999999999996
1248			1738			0.519999999999996
1248			2050			0.519999999999996
1663			2050			0.519999999999996
2349			2050			0.519999999999996
2349			1446			0.5300000000000011
1142			1446			0.5400000000000063
1142			1767			0.5400000000000063
1531			1767			0.5400000000000063
1531			2064			0.5400000000000063
1531			1969			0.5500000000000114
1590			1969			0.5500000000000114
1590			2329			0.5500000000000114
2381			2371			0.5500000000000114
2381			2465			0.5500000000000114
1834			2465			0.5600000000000023
1834			1646			0.5699999999999932
1415			1646			0.5799999999999983
1474			1646			0.5799999999999983
1474			2387			0.5799999999999983
1474			2240			0.5900000000000034
1659			1063			0.5999999999999943
1659			1783			0.6099999999999994
1816			1783			0.6099999999999994
1816			2515			0.6099999999999994
1816			1801			0.6200000000000045
2187			1801			0.6200000000000045
1361			1801			0.6300000000000097
1561			2372			0.6300000000000097
1600			2372			0.6300000000000097
1600			1367			0.6400000000000006
2459			1367			0.6499999999999915
1402			1367			0.6599999999999966
2055			1950			0.6599999999999966
2055			2402			0.6599999999999966
2055			1333			0.6800000000000068
2055			1478			0.6800000000000068
2111			1478			0.6800000000000068
2111			1138			0.6899999999999977
1999			1138			0.6999999999999886
1999			1837			0.6999999999999886
2197			1837			0.6999999999999886
2197			2519			0.6999999999999886
1338			2519			0.7099999999999937
1338			1777			0.7199999999999989
1403			1777			0.7199999999999989
1403			2006			0.7199999999999989
2137			2006			0.7199999999999989
2137			2288			0.7199999999999989
2258			2288			0.7199999999999989
1479			2288			0.730000000000004
1479			1167			0.7400000000000091
1576			1167			0.7400000000000091
1576			1426			0.7400000000000091
1576			1411			0.75
2004			1411			0.75
2004			1451			0.75
2004			1660			0.75
2004			1712			0.75
2010			1712			0.75
2052			1712			0.7800000000000011
2052			2164			0.7800000000000011
2052			1589			0.7900000000000063
2102			1589			0.7900000000000063
2102			1965			0.7900000000000063
2102			1489			0.8000000000000114
2223			1489			0.8000000000000114
2223			1985			0.8000000000000114
1250			1985			0.8100000000000023
1250			1291			0.8199999999999932
1947			1291			0.8199999999999932
2168			1291			0.8199999999999932
1383			1642			0.8299999999999983
1383			1645			0.8299999999999983
2338			1645			0.8299999999999983
2338			1736			0.8299999999999983
1751			1736			0.8400000000000034
1751			2046			0.8400000000000034
2275			2046			0.8400000000000034
1162			2046			0.8499999999999943
1680			2046			0.8499999999999943
1680			2262			0.8499999999999943
1680			2349			0.8499999999999943
1791			2349			0.8499999999999943
1791			1027			0.8599999999999994
1791			1529			0.8599999999999994
2332			1529			0.8599999999999994
1454			1731			0.8700000000000045
1454			1866			0.8700000000000045
1454			2289			0.8700000000000045
1684			2289			0.8800000000000097
2095			2289			0.8800000000000097
2095			2430			0.8800000000000097
2431			2455			0.8800000000000097
2431			1089			0.8900000000000006
1517			1848			0.8999999999999915
1517			1970			0.8999999999999915
1537			1970			0.9099999999999966
1537			2310			0.9200000000000017
2382			2354			0.9200000000000017
1647			2354			0.9299999999999926
1647			2388			0.9299999999999926
1307			2388			0.9399999999999977
1307			2437			0.9399999999999977
1307			1330			0.9500000000000028
1809			1330			0.960000000000008
1976			1330			0.960000000000008
1976			2439			0.9699999999999989
2231			1363			0.980000000000004
2416			1363			0.980000000000004
2416			1649			0.980000000000004
1353			1987			1.0
2255			2002			1.0
2255			1277			1.009999999999991
2255			1376			1.009999999999991
2255			2364			1.009999999999991
2434			2364			1.009999999999991
2194			2364			1.019999999999996
2194			1704			1.0300000000000011
2194			1520			1.0400000000000063
2194			1952			1.0400000000000063
1105			1952			1.0500000000000114
1105			2038			1.0500000000000114
1105			2080			1.0500000000000114
1772			2080			1.0500000000000114
1772			2233			1.0500000000000114
2038			2370			1.0500000000000114
2049			2370			1.0500000000000114
2049			1161			1.0600000000000023
1876			1161			1.0699999999999932
1266			1275			1.0799999999999983
1266			1279			1.0799999999999983
1820			1279			1.0799999999999983
1287			1279			1.0900000000000034
1287			1664			1.0900000000000034
1391			1664			1.0900000000000034
1391			1798			1.0900000000000034
1391			2082			1.0900000000000034
1752			2082			1.0999999999999943
1962			2082			1.0999999999999943
